Artist,Song,Mood,song_id
Rage Against the Machine,Pistol Grip Pump,neg,0lsDJ0EkccufmSM43P28TQ
The Pussycat Dolls,Buttons,pos,314QzMOrpNUqWBUozYshf6
Nat King Cole,Love Letters,pos,5SVYNJjplfUnaaknWcLvPm
Xavier Rudd,Shelter,pos,3pqMH58LFxNYRcmv7gdC1A
Hues Corporation,Rock The Boat,pos,7fu3Tv5rcoGD1PZV7s57WW
Scatman John,Scatman's World,pos,6dugx9WBSS8TDxbKqp9zmj
The Black Ghosts,Until It Comes Again,pos,1PmIHkttncuy9KQW8oZ3m0
Keith Urban,Somebody Like You,pos,0qup7d7G2WffwARHKrqT2x
Peter Sellers,Unchained Melody,pos,7aA3I3WevNCVeipuxHlnjO
Eminem,Ricky Ticky Toc,neg,27eOHLIdWzqzZawiRSEi9s
Clan of Xymox,Louise,neg,5cZgGq7xPPyfAjQ2YdHF1w
Scissor Sisters,Laura,pos,5TUTDtKDn1T2IAY9tdEHCU
Frank the Baptist,On My Tongue,neg,
Bone Thugs-N-Harmony,Servin' Tha Fiends,neg,6ZEeCgzOmvLb6SWFipXy2N
The Rolling Stones,She's a Rainbow,pos,7rXfKUlywS7UcNFLs14Lte
Rainbow,Can't Happen Here,neg,6c6PblxgdrYEULpt65p8tO
Lighthouse Family,High,pos,4WI1JA4eTwaWAbZq8rS09W
Hellogoodbye,Figures A And B (Means You And Me),pos,7Mv0ebEbKq3B1HgyqydBz3
Patti Smith,Pissing in a River,neg,5UYo2NoLUzBlP09NGJRGsc
Dean Martin,Pennies From Heaven,neg,0hpUoRc4sWUQY5y65SJQrz
The Libertines,Radio America,pos,17Qx5cG4yq6JFZj5KNqUMT
Kinks,Sunny Afternoon,neg,0DQqzCHlPyKQXfF8uL01SI
Enya,If I Could Be Where You Are,pos,0KXpgyL7L8xIpotzpWoUOo
Gorillaz,To Binge (Feat. Little Dragon),pos,1dvOwoHwZB9SwvRw2Gv3nz
Kool & The Gang,Summer Madness,pos,5BxHfyGk49gqbg5BdW6FO4
Sheryl Crow,Picture,neg,69j0KoPJuwpnbGWrfn7Yll
Future Leaders of the World,Spotlight,neg,0H31m9oKH156nUme8QnXaM
Nine Inch Nails,The Wretched,neg,75Ds4Zq9dfMgS0BypKrQNN
Nightwish,Beauty of the Beast: Long Lost Love/One More Night to Live/Christabel,neg,
Manu Chao,Clandestino,pos,51R2M1JgyFfRS3e6v5wCt3
Aqua,Around The World,pos,18lq8FwQ94jlSk95PTM7Mr
Slayer,Psychopathy Red,neg,4gYrJ3JZsvaixzrpT4l6Qw
Belle and Sebastian,We Are the Sleepyheads,pos,3tg6hmpyE862jDvUoKSjtQ
"Bowie, David",Changes,neg,0LrwgdLsFaWh9VXIjBRe8t
Sharleen Spiteri,All The Times I Cried,neg,5hM6CWbRdK89MarKgUcgtW
The Moldy Peaches,Lazy Confessions,pos,50aSZw0mqwF0VTKF9nvv6P
Blur,Bank Holiday,pos,6EU3L1HVLs1adpB3qBhcHS
John Mayer,Quiet,pos,2Sdkwd9ptjUCcYR9uPECmx
VAST,Sunday I'll Be Gone,neg,3X3cT03P33xvw5cQqP2KEs
Julie Roberts,Unlove Me,neg,2W3lFpdbGNZsIWZ9XkgsGY
Helmet,Give It,neg,6rVleAFgtmJ04Omk6Mmon5
James Morrison,You Make It Real,pos,1Yw6ViCo3tuufI0Hg4mzSU
The Vaselines,Molly's Lips,pos,7oHAfiSgKXPwyPv7yPNmG4
Mott the Hoople,"Ballad of Mott the Hoople (26th March 1972, ZÃ¼rich)",neg,
Infected Mushroom,Deeply Disturbed (Edit),neg,1XHHklGh16Js4zip7Mh25Y
War,Low Rider,pos,7Bz8yww6UMbTgTVLG6zbI4
Cut Copy,Far Away,pos,08G0Q9xR6QwfQepbD7lFSc
Black Rebel Motorcycle Club,The Line,neg,5thBM1U9sbV0hcnSFVeVbC
Dusty Springfield,Son Of A Preacher Man,pos,6ek9SiEj5a65WIs2EV7qiM
Beatallica,Leper Madonna,pos,3DuvVMNIWJqwAUMTX884Ai
Fantasia,You Were Always On My Mind,pos,0EbIVd9AY1SvZsgCh6xz0D
Amorphis,Into Hiding,neg,4UtVryszeh7c4pAV56yWPi
Roy Ayers,Searching,pos,45muf22QzSyKwsF4l3IcwJ
OutKast,Take Off Your Cool,pos,2faSzprTWJ7L1EkZNko4ww
The Smiths,Reel Around the Fountain,neg,5bSASu4W0HJx6CuG8rbRcA
Darren Hayes,Unlovable,neg,3L7FzHdfiqd7Bvdy3dRQRe
Slut,It Was Easier,neg,7mqzlSaMm5oG9SX2ILpfit
Red House Painters,Shock Me,neg,24S08tMayNAvNaoLu5RG9L
Mazzy Star,I've Been Let Down,neg,60475Be4OzfQSNhoNDoU0r
Placebo,Brick Shithouse,neg,7bYdGVl8JluKBaWULGPrv0
EMF,Unbelievable,pos,5VYTKiOnHw4iTrB9pG3yum
Blonde Redhead,Falling Man,neg,7u1o2EXdRmfMHIAEnvshZo
Sugababes,Denial,pos,01FzmeMBEsub8bxxa4WiN0
The Kinks,Tired of Waiting for You,neg,3sFnC76vUu0dtHUM5Z5bLL
1910 Fruitgum Company,Bubble Gum World,pos,7bnd84rGgvZ0Y0KkPNKwoh
Eddie Vedder,Long Nights,neg,4lxGVzcUaSF5HW5jtWnShV
Walker Brothers,Make It Easy on Yourself,neg,5DNmWyeY9sildeeHnmIImG
Joy Division,Passover,neg,6SnD5dJk06mhNQvvF270cw
Radiohead,Punchdrunk Lovesick Singalong,neg,5l8wjltY40pSESSjO0pQ4m
Res,Let Love,pos,1zCKsA4XKyKH8JqGkVOnc6
Stabbing Westward,Everything I Touch,neg,5Rt2SNEOynQQeLQ2dARpBj
Kate Nash,Mariella,pos,5JoU6XcirSvFGRTqicGnzl
Katie Melua,If You Were A Sailboat,pos,2tWHoRQdmZh5wuzVoZPiTI
My Dying Bride,The Light at the End of the World,neg,65bUiirDJGSCCcMIJ3YyKg
Elvis Presley,Jailhouse Rock,pos,4gphxUgq0JSFv2BCLhNDiE
Let Loose,Crazy For You,pos,1MlL5GA90CErWljpV7Ek6n
The Dresden Dolls,Slide,neg,3EA8tx45YcPhaqBkReEuk8
Jack Johnson,Inaudible Melodies,pos,60l2klsUm0sh1J80XuaGnf
The Killers,Enterlude,pos,4pTvgNra8siMoIT8u3epTr
The Wave Pictures,I Love You Like A Madman,pos,45DGc6MeMAKsFMcCeoTAAJ
Jack Johnson,Times Like These,pos,4WM22pqXRZkcdrp7alhjsv
Snow Patrol,The Golden Floor,pos,2Bilkdhlz7iNAHcNGUdrt2
Belphegor,The Sukkubus Lustrate,neg,3En0Nai7Ci6PHvi7n2JlRn
Replacements,Bastards of Young,neg,0fggI98CPlqsNPhEQqvz6a
Erykah Badu,Drama,pos,1FAL6jmxa7oIZxmqZFZZL4
Slayer,Ghosts of War,neg,5eJkpX1IenuMQZm4Y0CPGI
Pearl Jam,Crazy Mary,neg,40hrL4q3dxErnwzpIof6fc
Tracey Thorn,Nowhere Near,neg,2iqTDXpSc3QjD2jHoGMR4s
Yo La Tengo,Let's Save Tony Orlando's House,pos,3KBLnOANA7gK5l8A6EFQtK
Soul Embraced,Someday (Immune Album Version),neg,0IoWFeyvTZ99lTThlcmcHu
Fat Joe,Prove Something (explicit album version),neg,
Deep Purple,Never Before,neg,7Hak5ai4Zs9BR4OMrPZbgH
Tom Waits,"Depot, Depot",neg,5k1cUARvR0W99hJVCTkDLJ
Al Green,Look What You Done For Me,pos,0ZhwlFI7I69yaXphO7t5R8
Bronco,Que Te Han Visto Llorar,neg,5GyHA90yotp77JFAUlphro
Grand Archives,Torn Blue Foam Couch,pos,3jXrYXeuqmNK7zbF0AukYd
Ink Spots [1],Don't Get Around Much Anymore,neg,
Ice Cube,It Was A Good Day,pos,2qOm7ukLyHUXWyR4ZWLwxA
Hot Hot Heat,Save Us S.O.S.,pos,5FKL44hOt7iAAzVgCYS39S
Sara Bareilles,One Sweet Love,pos,2TXZTIEk67pURmzvQVu84I
Agnes,I Need You Now,neg,19yiZacU2GVbGRjnWUht4y
Joni Mitchell,Morning Morgantown,pos,6jhvDPA1wPvyZgt4Sd0jV2
Kathleen Edwards,Hockey Skates,neg,1avuG0JHGZZB8HI69C0f4E
Ice Cube,No Vaseline,neg,5FvlQZTm4eOGeUiAB1bKc9
The Tokens,The Lion Sleeps Tonight (Wimoweh),pos,2F4FNcz68howQWD4zaGJSi
Genesis,I Can't Dance,pos,7safX55XidhznxK5eDdDm5
Sia,Distractions (Live),pos,1c3gkpi5zf7gMeslGRGsO9
Slayer,Beauty Through Order,neg,42Gf2WCxCBYJoOLNIdVL8z
OutKast,The Way You Move,pos,5z7mYFfhw6N6f23VwrokJD
Simon & Garfunkel,El Condor Pasa (If I Could),pos,1eN42Q7IWRzRBq8eW2Y2TE
Rachel Stevens,Nothing Good About This Goodbye,neg,1qmUcvYVnqpQ9n41E9vVbz
Diorama,The Rational Anthem,neg,2HEgVXPyDIxtMnWEIHdWMn
D'Angelo,Send It On,pos,5LIwaG8Wl9LfExcmiRQm7J
The Strokes,You Only Live Once,pos,4fPBB44eDH71YohayI4eKV
Kool Keith,Tess Shit,neg,3mFg1Hn5faLMFK4HNDjhnc
The Fratellis,Henrietta,pos,3PKrVeWNVDUTjOx344XBVv
Blue October,Razorblade,neg,3LA5kI6ohA91mhyE3E2hyf
Kris Kristofferson,Killer Barracuda,neg,0LYneQx7CEmZJseZ1MlVlT
The Bouncing Souls,The Pizza Song,pos,0hqoxp4aWHYdJOUOmBqV4P
Belle and Sebastian,The Model,pos,0c43iFJtq1j1yzNMV2y8Lb
Blondie,Rapture,neg,1hQr0D1ZXbGHFcWLhusijv
Hank Snow,I Went to Your Wedding,neg,24d6mUj2ED4cA6060FVwVx
The Smashing Pumpkins,Rotten Apples,neg,3XFuPqz7LH9iiMLl4Q8YnN
PJ Harvey,Down by the Water,neg,48mJX8glOrQkrSdVBjc0Wb
Big Star,Ballad of el Goodo,neg,390viE1HgESBNYE8vRKiQB
The Distillers,Oh Serena,neg,122TtbleQIyPxI6QS8iaM2
Suicidal Tendencies,Two-Sided Politics,neg,
Cowboy Mouth,Jenny Says,neg,3HSBCz4Tj3l1gtjvXal9ey
COLD,Confession,neg,6goqTmGsSP4mrLyamSMJoi
Polly Scattergood,Please Don't Touch (The Golden Filter Remix),neg,
Oasis,I'm Outta Time,neg,4Q2UM2QSR7Gye03jvl4Rdw
Sage Francis,Crack Pipes,neg,0BbYnQHDdUNO5e38PK3GOX
Mr. Scruff,Get a Move On,pos,3AgEOAo3dvkjtsBmeTGRjg
Morcheeba,Way Beyond,pos,5RKgiEEwLyRVx7oG3R9wTY
Straylight Run,Another Word for Desperate,neg,2AtkHCLhF6h43m6u45SwJn
Blue October,My Never,neg,360PxuemkfO5AF4ervkiIi
Geri Halliwell,Circles Round The Moon,pos,6JnWWeW3DbkyRWopPjdhRc
Anthrax,A.I.R.,neg,5Ekl5FAyUZNf2SaJjHG7qY
Megadeth,Good Mourning/Black Friday,neg,
Pulp,This Is Hardcore,neg,1so0qYkfkiZNNcvJN02qdo
TÃ©lÃ©popmusik,Smile,pos,
Keren Ann,In Your Back,pos,3AIsybnGu6EB5WZpWOfSF4
Bryan Adams,Let's Make A Night To Remember,pos,3wgNhWuV5gkcEkTgMBNcoA
Mazzy Star,Before I Sleep,pos,6fpaLxz4zYgxTWzioHfxSJ
VAST,Don't Take Your Love Away,neg,16RAZZwKV0UFMrvkxsudO4
Ella Fitzgerald,I'm Making Believe,neg,280iK7JmN4FYg5Ax1lXlT5
Daughtry,What I Want,neg,7kKzCe0S5urYrrVthRfAzu
Brett Dennen,When You Feel It,pos,2L3zV0iCaBbLtABTtp9u4e
Britney Spears,Brave New Girl,pos,1YTuMc934yzN1PKjSIaspV
The Undertones,Here Comes The Summer,pos,4v1pZqlM7XuJgsOQ0TVyXd
Rob Zombie,Dragula,neg,6Nm8h73ycDG2saCnZV8poF
Creedence Clearwater Revival,I Heard It Through The Grapevine,pos,5qhbJhRw3Q5s41Jt6JmFw0
Gorillaz,Slow Country,pos,2VX5J8lHfBjlcY4xU3TqtA
Lita Ford,Close My Eyes Forever,neg,43thLwzSasUUZEYjYPeJh3
Tom Waits,Old Shoes,neg,1MbqOV4uT2Rrxxyk1ZvCTT
We The Kings,Check Yes Juliet,pos,0wVluBsVAVzBKrqspuCcwR
Erin McCarley,Pitter-Pat,pos,
Metallica,Fade to Black,neg,5nekfiTN45vlxG0eNJQQye
Van Hunt,"Daredevil, baby",pos,0tJXAWB0Nq7SRpfiYuEJV8
Ben Folds,Bitches Ain't Shit,pos,
Poets of the Fall,Illusion & Dream,neg,7J2xez8bYgqOvfak0OMAbp
Nine Inch Nails,Something I Can Never Have,neg,6azwgyc7oNJvcsYyzqkiA5
Wilco,What Light,pos,1BZwQMVd2CrXc9dOeUqrbW
Lloyd Banks,South Side Story,neg,0IRV6S2eDgypTasHgDPAUM
Faron Young,It's Four In The Morning,neg,2tZtzQUgPsHIYbNesKUHb6
Diana Krall,The Look Of Love,pos,3CDHydgW0ssTh59f0jy1y3
Groove Armada,Song 4 Mutya (Out Of Control),pos,1TqSckVfkPVo2CWDcEvvT2
Estatic Fear,Chapter IV,neg,0Uujq8fNCMmYV9go6H8Waj
J.J. Cale,After Midnight,pos,1PC5GV3OaoXx5em8ttQOMI
Enigma,Principles of Lust,pos,6YyqULhTNU7AKaKJKChluQ
Nine Inch Nails,Last,neg,0vyoxWYsDYduwnYuiEHOZg
The Moldy Peaches,Who's Got the Crack,pos,3kgMLkf1yMaTvpcmJLUPkM
Meat Loaf,Paradise By The Dashboard Light,pos,2g7gviEeJr6pyxO7G35EWQ
Soul Coughing,Mr. Bitterness,neg,6NY4owrQDD5c8Ls9KTU17k
Casiotone For The Painfully Alone,Dying Batteries,neg,33GXewr2zFsgT08YwshLVA
Eurythmics,A Little Of You,neg,7r4PRRjsAOW4vDrjUARP61
Bob Dylan,Most Of The Time,neg,7wLzlhL0tb3GhPhnIz7IpQ
The Arrogant Worms,I am Cow,pos,
The Smashing Pumpkins,The Everlasting Gaze,neg,4EhbLHYOXzEoPmOfaVoIIW
The Jacksons,This Place Hotel,neg,2BU4dK1fu1CFLjTBz7ju7Q
Frankmusik,3 Little Words,pos,0LUewlkSGEkV48tzSlpuwD
New Order,I.C.B.,neg,6CC7pFl61V1QRTLf4tgyUj
Psapp,"Tiger, My Friend",pos,2WsCogrqaoBHFnymlgGKws
Whitey,Halfway Gone,pos,
Brandy,I Tried,neg,6KANl9s218K3qws9XXi7uw
Zeromancer,Chromebitch,neg,6QSkDaSueNgwadnoetycvT
Animal Collective,Prospect Hummer,pos,1eGSSW6q6dgU0y75VdT74H
Corinne Bailey Rae,Put Your Records On,pos,2nGFzvICaeEWjIrBrL2RAx
Jem,Wish I,pos,5Bmt6oOogc2CLErDvuOzwI
"Davis, Miles Quintet",My Funny Valentine,neg,5FYgwqjjq9kPCMj8yArfTr
Hole,Pretty On The Inside,neg,1uzefoW8jYXUr4GGDUmPUM
Converge,Plagues,neg,7sw0OmEB2rnfkpZHLb91F8
Soul II Soul,Get A Life,pos,5HRaxiZNh5CDACzSSYleHx
Cyndi Lauper,Girls Just Want To Have Fun,pos,4y1LsJpmMti1PfRQV9AWWe
Clann ZÃº,One Bedroom Apartment,neg,
Alice Smith,Woodstock,pos,51O4krEQgen8A1oIcphiht
"Harry Connick, Jr.",A Wink and a Smile,pos,5XMJBKj01EU7asjQCAlYhu
Bruce Springsteen,State Trooper,neg,1Ulh5rWbhhV3PltDadTBZC
Silverchair,Straight Lines,pos,3gHeBUfAPPUxAJoQ8lsjt2
Neil Diamond,Another Day (That Time Forgot),neg,1w5L0G6mFtzZotuL1mfGs7
Mama Cass,It's Getting Better,pos,5i57kxwmEA5sKDNp7XdQHe
Bebo Norman,Sunday,neg,78poN4nVRxN22RxnDRptT0
John Lennon,I Found Out,neg,1EYzr2S8PJmqUsRMkX3cSP
The Dresden Dolls,Half Jack,neg,7AwhnHPtsj2V5a5gxjt5WB
My Dying Bride,My Wine in Silence,neg,6ZAuCrqQWJUgSh4Ttdwlob
Rob Zombie,Pussy Liquor,neg,03VzAAMs5PrLM42XR7ijuc
The Innocence Mission,Love That Boy,pos,6VLa1zYugbGHbUKcvvyDP3
The Platters,Only You,pos,0S8ibKBl3tjRmYbZhGHNhG
Dropline,Weight Of The World (Album Version),neg,
BjÃ¶rk,Big Time Sensuality,pos,
Steve Vai,Brother,neg,5JHC79SgRaDL2dgwuTAKS1
Clan of Xymox,Without A Name,neg,3e2LrHZ9bdTHYc6AloTcAK
Social Distortion,So Far Away,neg,6CEDpkN0KzoJ4Gsi03gtms
Blondie,The Tide Is High,pos,52Rp3xBJFYYdmpgzDy0Quf
Sage Francis,High Step,neg,3yLia20ACNsUTQtqdvdbZ2
Mark Schultz,Running Just To Catch Myself,pos,4Iz18mvnRNHw5nM8tFnvoh
Bachman-Turner Overdrive,Blue Collar,pos,5cW22ruJYy9k7IlawMCe6P
Eminem,Soldier,neg,5QD28FqaM3jTfsqWwvRZwv
Suburban Kids With Biblical Names,Seems To Be on My Mind,pos,615Bu2IjtFsGMXxYrUU20Q
Kool Moe Dee,Death Blow,neg,1kKGdlGlAMHNC17KK8T71F
The Boy Least Likely To,I See Spiders When I Close My Eyes,pos,7gkVpPgqSTzCy2caHvnzTc
The Chameleons,Monkeyland,neg,74v1pkfsUkCpawESagwpdb
The Telescopes,The Perfect Needle,neg,17dCSc5Vq1riorH10dNqAS
Silbermond,Durch die Nacht,neg,2jzxiC3UWXAZpA91xcSjn0
Cream,We're Going Wrong,neg,6nfaFdZdist5RjdFr3zcuZ
Thursday,The Lovesong Writer,neg,4P43WSRtAwXXEjGGPZoEVb
Current 93,Hitler as Kalki (SDM),neg,6IrBnxPYF7C4bzL929a98M
Paradise Lost,Say Just Words,neg,1yrquRdZk965GKv2kDHGpL
The Magic Numbers,Forever Lost,pos,0CIUacqGuohdes8fdIP4K3
Depeche Mode,Waiting For The Night,neg,1VEIMGVXj7713dHY9gZLyU
Bob Marley,Concrete Jungle,neg,5M77yXWuKPqaUzdxn4cVnV
Say Anything,Admit It!!!,neg,7kHqtJoznzbdEfw79DVa5Y
Keith Urban,I Could Fly,pos,2QE0zPHDwJ5Q0kfC9acrq5
The Foreshadowing,The Wandering,neg,2wiXpvwPemTpNAbLSej3Ib
Norah Jones,Little Room,pos,3nUjdH3OesojvvRp7jg3yb
"Pogues/MacColl, Kirsty",Fairytale of New York,neg,
Gorillaz,Dare,pos,4Hff1IjRbLGeLgFgxvHflk
Death In Vegas,Killing Smile,pos,5rfqwyN9QbY4JcnQN1lE7i
The Nolans,I'm In The Mood For Dancing,pos,4aGVpNl4csfQ2W1i4Ao40q
Evanescence,Haunted,neg,6Z77oDcn6iI1MHFCBPjl24
The Cure,Give Me It,neg,2rlaACvwd64OO50V3hITsz
Kelis,Caught Out There,neg,1nZkrUFLq265za9lofFO3p
Bloodhound Gang,Fire Water Burn,pos,7FkyQsWH9mmxoYLCNj4f8y
Jonas Brothers,Kids Of The Future,pos,4DgY3GxfWsizKimiZkGe9V
Shai Hulud,We Who Finish Last,neg,5xxfXojVvnScX8aTzVU7L5
Brooks & Dunn,Neon Moon,neg,3lVPtkNFoIyPPGVdNri4VH
Joy Division,The Eternal,neg,7rLB8H9GIzlxgXxXVqQltR
Switchblade Symphony,Rain,neg,7EZOpGGREQUJj3gdb50ZLP
Maroon 5,Kiwi,pos,2WPNbFDPM6PxYuqxe1iN75
Pati Yang,Switch Off The Sun,pos,34LyVuIMeXPdUOr6s9akD0
Kelly Clarkson,Addicted,neg,08QUd3syKr9B81i2nx4Btm
Sentenced,Neverlasting,neg,2sMmI1ZQKdPRZF92wHVis8
Jimi Hendrix,Voodoo Chile Blues,neg,2z34AUAlDL5ZVjZpCNqwD1
Aesop Rock,"Food, Clothes, Medicine",neg,1Y4EpxKeIPFnx7pDnP9XUP
Maxwell,Reunion,pos,7MWNV6MYg2w37HE5pSnEHW
Real Kids,All Kindsa Girls,neg,2IeIZdO1wwTpzCIIZa6Uh2
Norah Jones,I've Got To See You Again,pos,32ZB23lHfTOFp8qfVaPxjP
Natalie Imbruglia,Intuition,pos,7H90M7opz2cQfZxPcSJM9t
Belle & Sebastian,If You're Feeling Sinister,neg,1yJ5YFWOaYWf6d71ZyzD5r
Raphael Saadiq,Still Ray,pos,4y4ilhWm4BcoWs7o5VsI3R
The Cure,Maybe Someday,neg,6x2f8jgLWU8IrBSuNdvoWj
Paul Davis,Sweet Life,pos,5sbSBWrSuu6D4G56wAnXwQ
Whipping Boy,We Don't Need Nobody Else,neg,4Rj5aUufrdxpEwoRHc50TM
Emmy the Great,We Almost Had A Baby,pos,0Kzyy8oAoMztu3Tu5itntT
Atlantic Starr,Secret Lovers,pos,6qoCBpEnqwsr7Fm51F7t3w
Elizabeth Anka Vajagic,Around Here,neg,
India.Arie,I Am Not My Hair,pos,79OuQtjALmzWF7U3iy9RHg
Story Of The Year,Swallow The Knife (Live) (Segue),neg,2xkX7kxpDCtASJVlhDujWZ
The Cooper Temple Clause,Digital Observations,neg,
Madness,Baggy Trousers,pos,6RJXCT2WrJKduOyxCNf6tO
JoJo,Coming For You,pos,1Q3wEerSkR2rGkHWb3jt8X
The Cure,Why Can't I Be You?,pos,4yvLuzn3JWfasEnHFVBbdM
Leona Naess,Star Signs,neg,66JMDGuT654yaXKLab60BW
Goldfrapp,Ooh La La,pos,6oLb4m0HlijuaxtQIbvAhp
Nick Cave & The Bad Seeds,Still In Love,neg,3whOZocb64S2DkRibyTLR6
The Cure,Out of Mind,neg,2nxO9LV7aGxG2HivdK1RFx
Phoenix,Holdin' On Together,pos,2foqLoUPvd5OcINiUtKZg8
Gipsy Kings,Bamboleo,pos,3iB8eciGU9vZkaDYkz7Ir9
Emigrate,In My Tears,neg,0D0zcVwbNZURlU167tulGe
Anja Garbarek,Born That Way,pos,59H9WP2106EFSglfWq9xiy
Hot Hot Heat,This Town,pos,4OtyLBftMzt6gneBgc1nvH
Brenda Lee,Coming on Strong,neg,3Htxny2KBYt7JaSnQPFSnQ
George Harrison,Hear Me Lord (2001 Digital Remaster),neg,
ATB,Break My Heart,neg,1jCTvixzdhxNHC0tP0TRw1
Nine Inch Nails,Hurt (Quiet),neg,2fXmyEIE6AtoGdo5Dm69y2
The Winans,The Question Is (Album Version),neg,
Camp Lo,Sparkle,neg,4kzM0N2BdAvOCg3izq1jZS
Ronan Hardiman,Suil A Ruin,pos,1nqCrZ1uGZjtiKn3902kpy
Lionel Richie,Don't Wanna Lose You,pos,21Mlxppf3NEDsKOdMOpenS
The Pipettes,Tell Me What You Want,pos,2TeIgYZKGoxm53xhJZuHHu
Enya,Anywhere Is,pos,1K93wWJCN8MMxIlc4FgG9b
Zero 7,Spinning,pos,3G5qMSP9AywIErX4HSbP5a
Iron & Wine,Lovesong of the Buzzard,pos,1o40gf67Wr38zGde1Y5d8U
Belle and Sebastian,"Stop, Look and Listen",pos,1nQDC8lMjIee5z58mOvAiU
Noir DÃ©sir,Des Armes,neg,4vsYlBNrurjdUDoc6AnwXH
Patrick Wolf,Battle,neg,0FWJ14axKmQF0QbTIUxv2d
Mudhoney,New Meaning,neg,5fFne2rZgBtpBvwcWL7ikU
The Presidents of the United States of America,Boll Weevil,pos,7E1lDtJB1JQOqxJnmCOc2B
Babyshambles,Killamangiro,pos,7rLxzYnPrZ9XnzUTzNnrr1
Camera Obscura,Your Picture,neg,6mdjgmawjkeviJQYyNoUI0
Billie Holiday,Strange Fruit,neg,1CTex49P0iWwzUGsMNjgaV
Jack Johnson,Symbol In My Driveway,pos,5q1dHWnGTMkyv0yMlOklB2
Bill Engvall,Factory Outlet Malls,pos,0AisgGhHYQcKUQsXKAaJEX
Toby Keith,"Courtesy Of The Red, White And Blue (The Angry American)",neg,0M7mWKqwTIaVjYyxfZmtTa
The Kooks,Shine On,pos,5zsvG3RApT8qMVl7673FqF
The Cardigans,Iron Man,neg,2cpJAVteVpeXFCiOgjcx7m
The Police,Driven To Tears,neg,3ixzqclumr9K5ZY8xcdo0O
SÃ©rgio Godinho,Fotos do Fogo,neg,4lLByuzOpfwH7WJI5sF2fe
John Mayer,Come Back To Bed,pos,1wU7z5XE8oa66ZvUlYAKfK
Urge Overkill,Crackbabies,neg,5bHZJ06lUJIPaBqUmtMILP
Luther Vandross,Stop to Love,pos,0M78T1W2eL8DsLgCufoGzM
The Beautiful South,You Keep It All In,pos,57gpjrxXMnqyKIxzMToJ7A
Dave Matthews Band,Louisiana Bayou,pos,2wObNTKdtbIoFl5Ti83yXF
Frank the Baptist,Silver Is Her Color,neg,
Relient K,The Pirates Who Don't Do Anything,pos,2LrkTTC29VD8HLqulQVO3P
Dax Riggs,Radiation Blues,neg,6oDDan1LyZwwerVkYwA1b3
Three Dog Night,Joy To The World,pos,1VZ04sZSpTet7wVMyZphA8
Isis,The Other,neg,0KT1d8IucPGijYGZR2h4OX
Jamie Cullum,In the Wee Small Hours of the Morning,pos,4wpBmwRslROTDCqHVFR1cU
Korn,Faget,neg,7kVrQ79jg4nd1r6H9CrmIk
April Wine,Babes In Arms,neg,1FOgLSWDJiPdTsPYd1rp80
Caesars,Jerk It Out,pos,1bx7OUl2UmAnA5oZkm9If7
Nine Inch Nails,Happiness In Slavery,neg,7yBAC2USmpFf3Enqgx0uo7
Musiq,Just Friends (Sunny),pos,1ulVKX61ePVrT81RLFqrOj
Elisa,Electricity,pos,35wQggW5SEcRYFXlUZmjIZ
Madeleine Peyroux,You're Gonna Make Me Lonesome When You Go,pos,6mhegW86EZVXqoZwnoWaIz
Book of Love,Candy Carol,pos,2iDlAVBMhjaRQmosmVNPu7
Bloodhound Gang,Lift Your Head Up High (And Blow Your Brains Out),pos,0RYjbDa5u3gwrFL6G6rC6L
Massive Attack,Light My Fire (Live),pos,1JQLVgeRWU7Hf7y8EpmOqd
The Everly Brothers,So Lonely,neg,5wiYVcw6BliRLDdJnS4NWq
Betty Noyes,Baby Mine,neg,5LLc5PMYsumWanLvgr7DCB
Matt Costa,Heart Of Stone,pos,1tnmcW24MN8wiZg7kHH3Jd
Secondhand Serenade,End,neg,5FwWIMBccXtvV55Bsb0DcK
Cancer Bats,Sabotage,neg,0aCPC1aYw1YFZ0aL9AvTe7
The Chemical Brothers,Marvo Ging,pos,4MH9PyMk4PsxGpgLH13EgL
Working for a Nuclear Free City,So,pos,6M0cyh3aMoRdO5dvFLPEAr
Squeeze,Tempted,pos,5r2z0FHOoFI06GZEVGDjzM
Uriah Heep,Ghost of the Ocean (Live),neg,1OLzSr9pDnV0NaKfUD6NZg
Rainbow,Catch The Rainbow,neg,7FtRUrOEDUHTvenvp1BqZo
Jack Johnson,Flake,pos,7hOXiS6kDP4vYIh9DBsNgK
Amel Larrieux,Even If,pos,2WlSgj0go5LNjKwdloCtzR
"Orbison, Roy",Crying,neg,6eLL7QTdMWdhhG4i3jHDR9
Hellsongs,Run to the Hills,pos,4NQUMSTCO4MdFOsqTgoQl2
Owl City,Dental Care,pos,7MTOs445g1oV9iY3WGYQMh
Tenacious D,Lee,pos,4soFbcEueIBvyECy6AD6hD
Mudvayne,All That You Are,neg,17PdfAI6vqyxZrBc4cpTm4
The Ocean,Eoarchaean,neg,0UaI2shAsEGu5GIi5RGuPz
Jukebox the Ghost,Hold It In,pos,0ycG3AoBngC2MJCjmADW0S
Spongebob Squarepants,The Best Day Ever,pos,3L3dVggx061Wx5y4d2L0mQ
Eftos,Forever Never,neg,6UCx0A5IBehwpgEoB8eEwu
The Cure,All I Want,neg,4rNuON7VPPlXb4wXPrrcm9
Fatboy Slim,Wonderful Night,pos,50agchThOUVlfQptSS4IZD
